Id_Chanson,Id_Chanson_Parent,Titre_Chanson,Annee_Creation_Chanson,Categories_Chanson,Langues_Chanson,Lieux_Origines_Chanson,Autre_Titre_Chanson,Note_Chanson,Relation_Chanson_Autorite,Id_Autorite,Forme_Retenue_Autorite,Forme_Nom_Veritable,Formes_Anciennes,Formes_Non_Retenues,Formes_Autres_Retenues,Type_Autorite,Date_Naissance_Autorite,Date_Deces_Autorite,Lieux_Naissances_Autorite,Lieux_Activites_Autorite,Note_Autorite,Id_Autorites_Membres_Groupes,Id_Autorites_Evolutions,Id_Autorites_Partenariats
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Auteur; Compositeur",8766,"Larue, Jacques, 1906-1961","Ageron, Marcel, 1906-1961","","","","Physique","1906-??-??","1961-??-??","France","France","Parolier.","","",""
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",9000,"Legrand, Michel, 1932-","","","Bike, Mig, 1932-","","Physique","1932-02-24","????-??-??","France","France","Compositeur, arrangeur et pianiste.","","","21416; 21866; 22145; 22199"
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Auteur; Compositeur",9468,"Louiguy, 1916-1991","Guglielmi, Luis, 1916-1991","","Guglielmi, Louis, 1916-1991; Guy, Louis, 1916-1991; Louiguy, Louis, 1916-1991","","Physique","1916-04-03","1991-04-04","Espagne","France","Compositeur. Né en Espagne; réside et travaille en France.","","",""
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",9646,"MacKenzie, Gisele, 1927-2003","LaFlèche, Gisèle Marie-Louise Marguerite, 1927-2003","","McKenzie, Gisele, 1927-2003","","Physique","1927-01-10","2003-09-05","Canada; Manitoba","Canada; Manitoba","Actrice et chanteuse. Née au Manitoba; naturalisée américaine en 1955.","","","21390"
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",16561,"Zabé, Patrick, 1943-","Rusk, Jean-Marie, 1943-","","","Rusk, Jean, 1943-","Physique","1943-12-12","????-??-??","Canada; Québec","Canada; Québec","Interprète et parolier. La forme Rusk, Jean, 1943- est utilisée pour le parolier et la forme Zabé, Patrick, 1943- pour l'artiste.","","","21133; 21242"
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",18850,"Mégatones (Groupe musical)","","","","","Morale","1962-??-??","1967-??-??","Canada; Québec","Canada; Québec","Groupe de pop-rock.","","",""
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",23726,"Legault, Roland, 1920-","","","","","Physique","1920-08-04","????-??-??","Canada; Québec","Canada; Québec","Chanteur.","","",""
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",24018,"Three Bars et Berthiaume, Raymond (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","1354; 20048"
253,,"Forse",1979,"","italien","","","","Auteur; Compositeur",844,"Barabani, Paolo, 1953-","","","","","Physique","1953-05-15","????-??-??","Italie","Italie","Auteur-compositeur.","","",""
253,,"Forse",1979,"","italien","","","","Auteur; Compositeur",11650,"Pace, Daniele, 1935-1985","Pace, Daniele, 1935-1985","","","","Physique","1935-04-20","1985-10-24","Italie","Italie","Auteur-compositeur-interprète de disco, soft rock, folk, pop et country.","","",""
253,,"Forse",1979,"","italien","","","","Auteur; Compositeur; Interprète",12450,"Pupo, 1955-","Ghinazzi, Enzo, 1955-","","","","Physique","1955-09-11","????-??-??","Italie","Italie","Chanteur et parolier.","","",""
254,,"Malinconia",1980,"","italien","","","","Auteur; Compositeur",5106,"Fabrizio, Maurizio, 1952-","","","","","Physique","1952-03-16","????-??-??","Italie","Italie","Auteur-compositeur-interprète et guitariste de pop.","","",""
254,,"Malinconia",1980,"","italien","","","","Auteur; Compositeur; Interprète",5454,"Fogli, Riccardo, 1947-","","","","","Physique","1947-10-21","????-??-??","Italie","Italie","Chanteur.","","",""
254,,"Malinconia",1980,"","italien","","","","Auteur; Compositeur",10967,"Morra, Guido, 1956-","","","","","Physique","1956-??-??","????-??-??","Italie","Italie","Parolier.","","",""
255,,"Les désespérés",1965,"","français","","","","Auteur; Compositeur; Interprète",1923,"Brel, Jacques, 1929-1978","Brel, Jacques Romain Georges, 1929-1978","","","","Physique","1929-04-08","1978-10-09","Belgique","Belgique","Auteur-compositeur-interprète et acteur.","","","20839; 21728; 21922; 22285"
255,,"Les désespérés",1965,"","français","","","","Auteur; Compositeur",7940,"Jouannest, Gérard, 1933-","","","","","Physique","1933-05-02","????-??-??","France","France","Compositeur et pianiste.","","",""
256,,"You got it",1988,"","anglais","","","","Interprète",6221,"Goldberg, Whoopi, 1955-","Johnson, Caryn Elaine, 1955-","","","","Physique","1955-11-13","????-??-??","États-Unis; New York","États-Unis; New York","Actrice et auteure-compositrice-interprète.","","",""
256,,"You got it",1988,"","anglais","","","","Auteur; Compositeur",9602,"Lynne, Jeff, 1947-","Lynne, Jeffrey, 1947-","","Lyne, Jeff, 1947-; Wilbury, Clayton, 1947-; Wilbury, Otis, 1947-","","Physique","1947-12-30","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur-interprète, musicien et producteur de disques de rock progressif, pop-rock, rock symphonique, art rock et de pop.","","",""
256,,"You got it",1988,"","anglais","","","","Auteur; Compositeur; Interprète",11559,"Orbison, Roy, 1936-1988","Orbison, Roy Kelton, 1936-1988","","The Big O, 1936-1988","","Physique","1936-04-23","1988-12-06","États-Unis; Texas","États-Unis; Texas","Auteur-compositeur-interprète et musicien de rock and roll, rockabilly et country.","20010","","22346"
256,,"You got it",1988,"","anglais","","","","Auteur; Compositeur",12093,"Petty, Tom, 1950-","Petty, Thomas Earl, 1950-","","Wilbury, Charlie T., Jr., 1950-; Wilbury, Muddy, 1950-","","Physique","1950-10-20","????-??-??","États-Unis; Floride","États-Unis; Floride","Auteur-compositeur-interprète et musicien de rock and roll, roots rock, Heartland rock, rock sudiste, blues rock et country.","","","20752; 21134"
256,,"You got it",1988,"","anglais","","","","Interprète",12532,"Raitt, Bonnie, 1949-","Raitt, Bonnie Lynn, 1949-","","","","Physique","1949-11-08","????-??-??","États-Unis; Californie","États-Unis; Californie","Auteure-compositrice-interprète et musicienne de blues, country et folk rock.","","","20923; 21117; 21363"
256,,"You got it",1988,"","anglais","","","","Interprète",14484,"Starr, Freddie, 1943-","Fowell, Frederick Leslie, 1943-","","Starr, Freddy, 1943-","","Physique","1943-01-09","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Acteur.","","",""
257,,"Don't cha hear me calling",1968,"","anglais","","Don't you hear me calling","","Auteur; Compositeur",14564,"Stevenson, Rudy, 1929-2010","","","","","Physique","1929-??-??","2010-12-12","États-Unis; New York","Allemagne; États-Unis; New York","Guitariste de jazz. Né aux États-Unis; travaille et réside en Allemagne.","","",""
257,,"Don't cha hear me calling",1968,"","anglais","","Don't you hear me calling","","Interprète",20342,"Wynton Kelly Trio (Groupe musical)","","","","","Morale","1962-??-??","1971-??-??","États-Unis; New York","États-Unis; New York","Groupe de jazz.","8170","",""
258,,"It's alright",1964,"","anglais","","","","Auteur; Compositeur",372,"Andrews, Chris, 1942-","Andrews, Christopher Frederick, 1942-","","","","Physique","1942-10-15","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteur-compositeur-interprète de schlager.","","",""
258,,"It's alright",1964,"","anglais","","","","Interprète",5123,"Faith, Adam, 1940-2003","Nelhams-Wright, Terence, 1940-2003","","Nelhams, Terry, 1940-2003","","Physique","1940-06-23","2003-03-08","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Journaliste, acteur et musicien de rock and roll et de pop.","","",""
259,,"Goodbye baby (I don't want to see you cry)",1968,"","anglais","","","","Auteur; Compositeur",1830,"Boyce, Tommy, 1939-1994","Boyce, Sidney Thomas, 1939-1994","","","","Physique","1939-09-29","1994-11-23","États-Unis; Virginie","États-Unis; Virginie","Auteur-compositeur-interprète de pop.","17129","",""
259,,"Goodbye baby (I don't want to see you cry)",1968,"","anglais","","","","Auteur; Compositeur",6872,"Hart, Bobby, 1939-","Harshman, Robert Luke, 1939-","","","","Physique","1939-02-18","????-??-??","États-Unis; Arizona","États-Unis; Arizona","Auteur-compositeur-interprète de pop.","","",""
259,,"Goodbye baby (I don't want to see you cry)",1968,"","anglais","","","","Interprète",17129,"Boyce and Hart (Duo musical)","","","","","Morale","1967-??-??","1969-??-??","États-Unis","États-Unis","Duo de pop-rock.","1830","",""
260,,"Yes indeed",1940,"","anglais","","","","Interprète",1713,"Boone, Pat, 1934-","Boone, Charles Eugene, 1934-","","","","Physique","1934-06-01","????-??-??","États-Unis; Floride","États-Unis; Floride","Acteur et auteur-compositeur-interprète de musique chrétienne, pop, country et rock and roll.","","","20882; 22469"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",4536,"Dorsey, Tommy, 1905-1956","Dorsey, Thomas Francis, Jr., 1905-1956","","","","Physique","1905-11-19","1956-11-26","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Tromboniste, trompettiste et chef d'orchestre.","17750; 18310; 20079","","20798; 21592; 22016; 22141; 22191"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",8967,"Lee, Peggy, 1920-2002","Egstrom, Norma Deloris, 1920-2002","","","","Physique","1920-05-26","2002-01-21","États-Unis; Dakota du Nord","États-Unis; Dakota du Nord","Actrice et auteure-compositrice-interprète de pop et de jazz.","","","21680; 21999"
260,,"Yes indeed",1940,"","anglais","","","","Auteur; Compositeur",11521,"Oliver, Sy, 1910-1988","Oliver, Melvin James, 1910-1988","","","","Physique","1910-12-17","1988-05-28","États-Unis; Michigan","États-Unis; Michigan","Auteur-compositeur-interprète, arrangeur, musicien et directeur musical d'orchestre de jazz.","","",""
260,,"Yes indeed",1940,"","anglais","","","","Interprète",14045,"Shore, Dinah, 1916-1994","Shore, Frances Rose, 1916-1994","","","","Physique","1916-02-29","1994-02-24","États-Unis; Tennessee","États-Unis; Tennessee","Actrice et chanteuse de pop.","","","20801; 20914; 21013; 21140"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",14149,"Sinatra, Frank, 1915-1998","Sinatra, Francis Albert, 1915-1998","","Sinatra, Franck, 1915-1998","","Physique","1915-12-12","1998-05-14","États-Unis; New Jersey","États-Unis; New Jersey","Acteur et chanteur.","","","20788; 21018; 21062; 21171; 21186; 21286; 21370; 21596; 21616; 21621; 21641; 21669; 21681; 21828; 21865; 21959; 21971; 21994; 21999; 22141; 22169; 22311; 22449; 22497; 24436"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",18409,"Isley Brothers (Groupe musical)","","","","","Morale","1954-??-??","????-??-??","États-Unis; Ohio","États-Unis; Ohio","Groupe de gospel, doo-wop, rhythm and blues, soul, funk, rock and roll et disco. Accompagne régulièrement : Isley, Ronald, 1941-.","","","21067; 22499"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",20427,"Bill Haley and His Comets (Groupe musical)","","","Bill Haley's Comets","","Morale","1952-??-??","1981-??-??","États-Unis","États-Unis; Pennsylvanie","Groupe de rock and roll, country et rockabilly.","","","6689; 17474"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",20797,"Crosby, Bing et Boswell, Connee (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","1750; 3622"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",20798,"King, B.B. et Dorsey, Tommy (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","4536; 8271"
260,,"Yes indeed",1940,"","anglais","","","","Interprète",21926,"Charles, Ray et Cookies  (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","2905; 17497"
261,,"Tell it to the rain",1966,"","anglais","","","","Auteur; Compositeur",3051,"Cifelli, Chubby, 1939-","Cifelli, Angelo M., 1939-","","","","Physique","1939-03-27","????-??-??","États-Unis; New Jersey","États-Unis; New Jersey","Auteur-compositeur-interprète et guitariste.","","",""
261,,"Tell it to the rain",1966,"","anglais","","","","Auteur; Compositeur",12087,"Petrillo, Mike","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
261,,"Tell it to the rain",1966,"","anglais","","","","Interprète",18036,"Four Seasons (Groupe musical)","","","4 Seasons; Frankie Valli and the 4 Seasons","","Morale","1960-??-??","????-??-??","États-Unis; New Jersey","États-Unis; New Jersey","Groupe de rock et de pop.","15446","",""
262,,"[Titre inconnu #000262]",,"","français","","","","Auteur; Compositeur",3604,"Crewe, Bob, 1931-","Crewe, Stanley Robert, 1931-","","Crewer, Bob, 1931-","","Physique","1931-11-12","????-??-??","États-Unis; New Jersey","États-Unis; New Jersey","Danseur et auteur-compositeur-interprète.","17090","",""
262,,"[Titre inconnu #000262]",,"","français","","","","Auteur; Compositeur",5929,"Gaudio, Bob, 1942-","Gaudio, Robert John, 1942-","","Gaudio, Robert, 1942-","","Physique","1942-11-17","????-??-??","États-Unis; New York","États-Unis; New York","Auteur-compositeur-interprète et producteur de disques.","","",""
263,,"Ain't it a sad thing",1970,"","anglais","","","","Auteur; Compositeur; Interprète",14910,"Taylor, R. Dean, 1939-","Taylor, Richard Dean, 1939-","","","","Physique","1939-05-11","????-??-??","Canada; Ontario","Canada; Ontario","Auteur-compositeur-interprète de pop et de soul.","","",""
264,,"Track of my tears",1965,"","anglais","","","","Auteur; Compositeur",10891,"Moore, Warren, 1939-","Moore, Warren, 1939-","","Moore, Pete, 1939-; Moore, Warren Pete, 1939-","","Physique","1939-11-19","????-??-??","États-Unis; Michigan","États-Unis; Michigan","Auteur-compositeur-interprète et producteur.","","",""
264,,"Track of my tears",1965,"","anglais","","","","Auteur; Compositeur",13088,"Robinson, Smokey, 1940-","Robinson, William, Jr., 1940-","","","","Physique","1940-02-19","????-??-??","États-Unis; Michigan","États-Unis; Michigan","Auteur-compositeur-interprète de rhythm and blues.","20194","","20725"
264,,"Track of my tears",1965,"","anglais","","","","Auteur; Compositeur",14863,"Tarplin, Marv, 1941-2011","Tarplin, Marvin, 1941-2011","","","","Physique","1941-06-13","2011-09-30","États-Unis; Géorgie","États-Unis; Géorgie","Auteur-compositeur et guitariste de soul.","","",""
264,,"Track of my tears",1965,"","anglais","","","","Interprète",18927,"Miracles (Groupe musical)","","","","","Morale","1955-??-??","????-??-??","États-Unis; Michigan","États-Unis; Michigan","Groupe de rhythm and blues et soul.  Accompagne régulièrement : Robinson, Smokey, 1940-.","","","20725"
265,,"Desiree",1977,"","anglais","","","","Auteur; Compositeur; Interprète",4341,"Diamond, Neil, 1941-","Diamond, Neil Leslie, 1941-","","","","Physique","1941-01-24","????-??-??","États-Unis; New York","États-Unis; New York","Auteur-compositeur-interprète et musicien de pop, rock, folk, country et soft rock.","","","21456; 21691"
266,,"Little red riding hood",1966,"","anglais","","","","Auteur; Compositeur",1514,"Blackwell, Ronald","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
266,,"Little red riding hood",1966,"","anglais","","","","Interprète",20719,"Sam the Sham and The Pharaohs (Groupe musical)","","","","","Morale","1961-??-??","1967-??-??","États-Unis","États-Unis; Texas","Groupe de rock and roll.","","","13541; 19259"
267,,"Me and you and a dog named boo",1971,"","anglais","","","","Interprète",3314,"Como, Perry, 1912-2001","Como, Pierino Ronald, 1912-2001","","","","Physique","1912-05-18","2001-05-12","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Chanteur de pop, big band, jazz, musique latine, swing, country, rock and roll et chansons chrétiennes.","","","20902; 20993; 21168; 22323; 25373"
267,,"Me and you and a dog named boo",1971,"","anglais","","","","Interprète",7594,"Jackson, Stonewall, 1932-","Jackson, Stonewall, 1932-","","","","Physique","1932-11-06","????-??-??","États-Unis; Caroline du Nord","États-Unis; Caroline du Nord","Chanteur et musicien de country.","","",""
